"BusinessEntityID","NationalIDNumber","LoginID","OrganizationNode","OrganizationLevel","JobTitle","BirthDate","MaritalStatus","Gender","HireDate","SalariedFlag","VacationHours","SickLeaveHours","CurrentFlag","rowguid","ModifiedDate"
28,"14417807","adventure-works\guy1","b'z\xd6\xb0'",4.0,"Production Technician - WC60","1988-03-13","M","M","2006-06-30",False,21,30,True,"AAE1D04A-C237-4974-B4D5-935247737718","2014-06-30 00:00:00.000"
17,"253022876","adventure-works\kevin0","b'j\xc0'",2.0,"Marketing Assistant","1987-05-03","S","M","2007-01-26",False,42,41,True,"1B480240-95C0-410F-A717-EB29943C8886","2014-06-30 00:00:00.000"
3,"509647174","adventure-works\roberto0","b'Z\xc0'",2.0,"Engineering Manager","1974-11-12","M","M","2007-11-11",True,2,21,True,"9BBBFB2C-EFBB-4217-9AB7-F97689328841","2014-06-30 00:00:00.000"
4,"112457891","adventure-works\rob0","b'Z\xd6'",3.0,"Senior Tool Designer","1974-12-23","S","M","2007-12-05",False,48,80,True,"59747955-87B8-443F-8ED4-F8AD3AFDF3A9","2014-06-30 00:00:00.000"
12,"480168528","adventure-works\thierry0","b'Z\xe3X'",4.0,"Tool Designer","1959-07-29","M","M","2007-12-11",False,9,24,True,"1D955171-E773-4FAD-8382-40FD898D5D4D","2014-06-30 00:00:00.000"
16,"24756624","adventure-works\david0","b'h'",1.0,"Marketing Manager","1975-03-19","S","M","2007-12-20",True,40,40,True,"E87029AA-2CBA-4C03-B948-D83AF0313E28","2014-06-30 00:00:00.000"
40,"309738752","adventure-works\jolynn0","b'z\xda'",3.0,"Production Supervisor - WC60","1956-01-16","S","F","2007-12-26",False,82,61,True,"2CC71B96-F421-485E-9832-8723337749BB","2014-06-30 00:00:00.000"
48,"690627818","adventure-works\ruth0","b'z\xde\xb0'",4.0,"Production Technician - WC10","1956-06-04","M","F","2008-01-06",False,83,61,True,"3E3B6905-209E-442E-B8A8-9A0980241C6A","2014-06-30 00:00:00.000"
5,"695256908","adventure-works\gail0","b'Z\xda'",3.0,"Design Engineer","1952-09-27","M","F","2008-01-06",True,5,22,True,"EC84AE09-F9B8-4A15-B4A9-6CCBAB919B08","2014-06-30 00:00:00.000"
49,"912265825","adventure-works\barry0","b'z\xde\xd0'",4.0,"Production Technician - WC10","1956-03-26","S","M","2008-01-07",False,88,64,True,"756A60AE-378F-43D8-9F93-1E821D1EAF52","2014-06-30 00:00:00.000"
6,"998320692","adventure-works\jossef0","b'Z\xde'",3.0,"Design Engineer","1959-03-11","M","M","2008-01-24",True,6,23,True,"E39056F1-9CD5-478D-8945-14ACA7FBDCDD","2014-06-30 00:00:00.000"
2,"245797967","adventure-works\terri0","b'X'",1.0,"Vice President of Engineering","1971-08-01","S","F","2008-01-31",True,1,20,True,"45E8F437-670D-4409-93CB-F9424A40D6EE","2014-06-30 00:00:00.000"
50,"844973625","adventure-works\sidney0","b'z\xde\xf0'",4.0,"Production Technician - WC10","1956-08-30","M","M","2008-02-02",False,84,62,True,"40D603D9-7F99-48B7-A580-B17CF429BED2","2014-06-30 00:00:00.000"
55,"233069302","adventure-works\taylor0","b'z\xe1'",3.0,"Production Supervisor - WC50","1956-04-01","M","M","2008-02-08",False,79,59,True,"28F7EF89-2793-4989-B67D-25046543C1E3","2014-06-30 00:00:00.000"
51,"132674823","adventure-works\jeffrey0","b'z\xdf\x08'",4.0,"Production Technician - WC10","1956-07-11","S","M","2008-02-20",False,85,62,True,"6E086F41-B81D-4BDC-9F13-0EEC488DC43E","2014-06-30 00:00:00.000"
27,"446466105","adventure-works\jo0","b'z\xd6'",3.0,"Production Supervisor - WC60","1956-10-08","S","F","2008-02-27",False,80,60,True,"83FFAAC6-B895-481F-B897-14F965D4DA47","2014-06-30 00:00:00.000"
52,"565090917","adventure-works\doris0","b'z\xdf\x18'",4.0,"Production Technician - WC10","1956-04-04","M","F","2008-03-10",False,86,63,True,"692B8826-03B4-4C3B-82FC-1FC6F1409689","2014-06-30 00:00:00.000"
62,"494170342","adventure-works\john0","b'z\xe3'",3.0,"Production Supervisor - WC60","1956-08-07","M","M","2008-03-17",False,81,60,True,"D4ED1F78-7C28-479B-BFEF-A73228BA2AAA","2014-06-30 00:00:00.000"
53,"9659517","adventure-works\diane0","b'z\xdf('",4.0,"Production Technician - WC10","1956-03-29","M","F","2008-03-28",False,87,63,True,"C334B2D2-0C56-4906-9095-F1D07A98CBEC","2014-06-30 00:00:00.000"
72,"443968955","adventure-works\steven0","b'z\xe5X'",4.0,"Production Technician - WC30","1977-05-14","M","M","2008-12-01",False,41,40,True,"0A8937C9-68AA-4D48-BA4E-B40493D764AA","2014-06-30 00:00:00.000"
26,"277173473","adventure-works\peter0","b'z\xc0'",2.0,"Production Control Manager","1982-11-03","M","M","2008-12-01",True,43,41,True,"69D5D162-E817-45E7-9DEC-5D9B8310E7B1","2014-12-26 09:17:08.637"
167,"498138869","adventure-works\david1","b'z\xf0U`'",4.0,"Production Technician - WC30","1979-11-02","S","M","2008-12-02",False,25,32,True,"ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E","2014-06-30 00:00:00.000"
206,"835460180","adventure-works\stuart0","b'z\xf0u`'",4.0,"Production Technician - WC45","1962-09-13","S","M","2008-12-02",False,84,62,True,"4F361B4F-7920-4037-9A0A-46D616F9B9C7","2014-06-30 00:00:00.000"
207,"687685941","adventure-works\greg0","b'z\xf0u\xa0'",4.0,"Production Technician - WC45","1970-10-18","S","M","2008-12-02",False,85,62,True,"A36B5D6B-72A5-47F8-9F6B-5D922130E760","2014-06-30 00:00:00.000"
102,"360868122","adventure-works\zheng0","b'z\xea\x80'",3.0,"Production Supervisor - WC10","1983-10-26","S","M","2008-12-03",False,66,53,True,"C75F2740-ACE3-4EBF-91C5-7AB352E1095F","2014-06-30 00:00:00.000"
128,"384162788","adventure-works\paul0","b'z\xed\xac'",4.0,"Production Technician - WC40","1980-11-13","S","M","2008-12-04",False,68,54,True,"0217049E-1566-42B6-8027-41B751E2B00B","2014-06-30 00:00:00.000"
135,"964089218","adventure-works\ivo0","b'z\xee\xac'",4.0,"Production Technician - WC20","1982-01-03","M","M","2008-12-04",False,9,24,True,"D83A26F3-7EA7-477B-A5BB-7EAADFC13A09","2014-06-30 00:00:00.000"
265,"749389530","adventure-works\ashvini0","b'\x8dk'",3.0,"Network Administrator","1977-03-27","S","M","2008-12-04",False,70,55,True,"2E680C1C-7C02-4343-9626-6F97273414C0","2014-06-30 00:00:00.000"
58,"571658797","adventure-works\kendall0","b'z\xe1x'",4.0,"Production Technician - WC50","1986-05-30","M","M","2008-12-05",False,11,25,True,"65207627-5521-4A8E-AD3C-B2F1B5226B85","2014-06-30 00:00:00.000"
