"BusinessEntityID","NationalIDNumber","LoginID","OrganizationNode","OrganizationLevel","JobTitle","BirthDate","MaritalStatus","Gender","HireDate","SalariedFlag","VacationHours","SickLeaveHours","CurrentFlag","rowguid","ModifiedDate"
28,"14417807","adventure-works\guy1","b'z\xd6\xb0'",4,"Production Technician - WC60","1988-03-13","M","M","2006-06-30",False,21,30,True,"AAE1D04A-C237-4974-B4D5-935247737718","2014-06-30"
17,"253022876","adventure-works\kevin0","b'j\xc0'",2,"Marketing Assistant","1987-05-03","S","M","2007-01-26",False,42,41,True,"1B480240-95C0-410F-A717-EB29943C8886","2014-06-30"
3,"509647174","adventure-works\roberto0","b'Z\xc0'",2,"Engineering Manager","1974-11-12","M","M","2007-11-11",True,2,21,True,"9BBBFB2C-EFBB-4217-9AB7-F97689328841","2014-06-30"
4,"112457891","adventure-works\rob0","b'Z\xd6'",3,"Senior Tool Designer","1974-12-23","S","M","2007-12-05",False,48,80,True,"59747955-87B8-443F-8ED4-F8AD3AFDF3A9","2014-06-30"
12,"480168528","adventure-works\thierry0","b'Z\xe3X'",4,"Tool Designer","1959-07-29","M","M","2007-12-11",False,9,24,True,"1D955171-E773-4FAD-8382-40FD898D5D4D","2014-06-30"
16,"24756624","adventure-works\david0","b'h'",1,"Marketing Manager","1975-03-19","S","M","2007-12-20",True,40,40,True,"E87029AA-2CBA-4C03-B948-D83AF0313E28","2014-06-30"
40,"309738752","adventure-works\jolynn0","b'z\xda'",3,"Production Supervisor - WC60","1956-01-16","S","F","2007-12-26",False,82,61,True,"2CC71B96-F421-485E-9832-8723337749BB","2014-06-30"
48,"690627818","adventure-works\ruth0","b'z\xde\xb0'",4,"Production Technician - WC10","1956-06-04","M","F","2008-01-06",False,83,61,True,"3E3B6905-209E-442E-B8A8-9A0980241C6A","2014-06-30"
5,"695256908","adventure-works\gail0","b'Z\xda'",3,"Design Engineer","1952-09-27","M","F","2008-01-06",True,5,22,True,"EC84AE09-F9B8-4A15-B4A9-6CCBAB919B08","2014-06-30"
49,"912265825","adventure-works\barry0","b'z\xde\xd0'",4,"Production Technician - WC10","1956-03-26","S","M","2008-01-07",False,88,64,True,"756A60AE-378F-43D8-9F93-1E821D1EAF52","2014-06-30"
6,"998320692","adventure-works\jossef0","b'Z\xde'",3,"Design Engineer","1959-03-11","M","M","2008-01-24",True,6,23,True,"E39056F1-9CD5-478D-8945-14ACA7FBDCDD","2014-06-30"
2,"245797967","adventure-works\terri0","b'X'",1,"Vice President of Engineering","1971-08-01","S","F","2008-01-31",True,1,20,True,"45E8F437-670D-4409-93CB-F9424A40D6EE","2014-06-30"
50,"844973625","adventure-works\sidney0","b'z\xde\xf0'",4,"Production Technician - WC10","1956-08-30","M","M","2008-02-02",False,84,62,True,"40D603D9-7F99-48B7-A580-B17CF429BED2","2014-06-30"
55,"233069302","adventure-works\taylor0","b'z\xe1'",3,"Production Supervisor - WC50","1956-04-01","M","M","2008-02-08",False,79,59,True,"28F7EF89-2793-4989-B67D-25046543C1E3","2014-06-30"
51,"132674823","adventure-works\jeffrey0","b'z\xdf\x08'",4,"Production Technician - WC10","1956-07-11","S","M","2008-02-20",False,85,62,True,"6E086F41-B81D-4BDC-9F13-0EEC488DC43E","2014-06-30"
27,"446466105","adventure-works\jo0","b'z\xd6'",3,"Production Supervisor - WC60","1956-10-08","S","F","2008-02-27",False,80,60,True,"83FFAAC6-B895-481F-B897-14F965D4DA47","2014-06-30"
