"BusinessEntityID","PersonType","NameStyle","Title","FirstName","MiddleName","LastName","Suffix","EmailPromotion","AdditionalContactInfo","Demographics","rowguid","ModifiedDate"
1,"EM",False,"","Ken","J","Sánchez","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","92C4279F-1207-48A3-8448-4636514EB7E2","2009-01-07"
2,"EM",False,"","Terri","Lee","Duffy","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","D8763459-8AA8-47CC-AFF7-C9079AF79033","2008-01-24"
3,"EM",False,"","Roberto","","Tamburello","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","E1A2555E-0828-434B-A33B-6F38136A37DE","2007-11-04"
4,"EM",False,"","Rob","","Walters","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","F2D7CE06-38B3-4357-805B-F4B6B71C01FF","2007-11-28"
5,"EM",False,"Ms.","Gail","A","Erickson","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","F3A3F6B4-AE3B-430C-A754-9F2231BA6FEF","2007-12-30"
6,"EM",False,"Mr.","Jossef","H","Goldberg","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","0DEA28FD-EFFE-482A-AFD3-B7E8F199D56F","2013-12-16"
7,"EM",False,"","Dylan","A","Miller","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","C45E8AB8-01BE-4B76-B215-820C8368181A","2009-02-01"
8,"EM",False,"","Diane","L","Margheim","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","A948E590-4A56-45A9-BC9A-160A1CC9D990","2008-12-22"
9,"EM",False,"","Gigi","N","Matthew","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","5FC28C0E-6D36-4252-9846-05CAA0B1F6C5","2009-01-09"
10,"EM",False,"","Michael","","Raheem","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","CA2C740E-75B2-420C-9D4B-E3CBC6609604","2009-04-26"
12,"EM",False,"","Thierry","B","D'Hers","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","FA263C7F-600D-4E89-8DCD-0978F3530F5F","2007-12-04"
16,"EM",False,"","David","M","Bradley","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","2CC8BA72-5DBB-497F-B941-775517993638","2007-12-13"
17,"EM",False,"","Kevin","F","Brown","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","9EE4713E-B3D8-4409-BC5E-DEC62497F43A","2007-01-19"
21,"EM",False,"","Terry","J","Eminhizer","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","6A288FE0-D9CB-4DA2-BEEA-51370220490C","2009-02-23"
22,"EM",False,"","Sariya","E","Harnpadoungsataya","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","276E0EB5-0CE7-443F-987F-B7EF293C0930","2008-12-05"
23,"EM",False,"","Mary","E","Gibson","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","B10CF8EB-5589-4A81-B1BD-051C5759CE06","2009-01-05"
24,"EM",False,"Ms.","Jill","A","Williams","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","3F605060-96AD-4201-9BE2-BFE7A3C4E468","2009-01-11"
25,"EM",False,"","James","R","Hamilton","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","423FE59B-7975-4A7E-B8D2-87105C286D4C","2009-01-27"
26,"EM",False,"","Peter","J","Krebs","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","6F32F507-290E-4A96-A045-F445EAE4337F","2008-11-24"
27,"EM",False,"","Jo","A","Brown","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","EDD8ADD6-F7FD-4086-BFDC-B4FD3E6AD8D7","2008-02-20"
28,"EM",False,"","Guy","R","Gilbert","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","D366A33A-8EDE-42BD-BF79-3E7FB9713FE1","2006-06-23"
29,"EM",False,"","Mark","K","McArthur","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","667FA3BA-B877-4BCC-A752-E461040E2DDD","2009-01-16"
